EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
117808,SUFFOLK CO.,BOSTON,06/27/2008,1328,Thunderstorm Wind,50.00, ,0,0,6000,0,MA,EST-5,EG,19856,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,06/27/2008,1330,42.32,-71.07,42.32,-71.07
119797,SUFFOLK CO.,BACK BAY ANNEX,06/27/2008,1350,Lightning, , ,0,0,5000000,0,MA,EST-5, ,19856,C,25,BOX,4,0,Newspaper, , , ,2,NNW,2,NNW,BACK BAY ANNEX,06/27/2008,1350,42.3514,-71.087,42.3514,-71.087
125946,SUFFOLK CO.,GROVE HALL,07/20/2008,1425,Lightning, , ,0,10,0,0,MA,EST-5, ,21304,C,25,BOX,0,0,Emergency Manager, , , ,1,S,1,S,GROVE HALL,07/20/2008,1425,42.2921,-71.0808,42.2921,-71.0808
130064,SUFFOLK CO.,BOSTON,08/02/2008,1515,Lightning, , ,0,2,0,0,MA,EST-5, ,22075,C,25,BOX,0,0,Newspaper, , , ,3,E,3,E,BOSTON,08/02/2008,1515,42.32,-71.0113,42.32,-71.0113
130057,SUFFOLK CO.,BOSTON,08/02/2008,1520,Thunderstorm Wind,50.00, ,0,0,5000,0,MA,EST-5,EG,22075,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,DORCHESTER,08/02/2008,1520,42.32,-71.07,42.28,-71.08
130070,SUFFOLK CO.,EAST BOSTON,08/03/2008,1455,Thunderstorm Wind,50.00, ,0,0,5000,0,MA,EST-5,EG,22077,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,EAST BOSTON,08/03/2008,1455,42.37,-71.03,42.37,-71.03
131427,SUFFOLK CO.,DORCHESTER,08/10/2008,1400,Hail,0.88, ,0,0,0,0,MA,EST-5, ,22385,C,25,BOX,0,0,Trained Spotter, , , ,0,N,0,N,DORCHESTER,08/10/2008,1400,42.28,-71.08,42.28,-71.08
135974,SUFFOLK CO.,BRIGHTON,09/09/2008,1205,Thunderstorm Wind,50.00, ,0,0,7000,0,MA,EST-5,EG,23283,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,09/09/2008,1210,42.35,-71.15,42.32,-71.07
142515,SUFFOLK (ZONE), ,11/15/2008,1902,High Wind,35.00, ,0,0,50000,0,MA,EST-5,MS,24511,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,11/15/2008,2111, , , , 
146577,SUFFOLK (ZONE), ,12/19/2008,1354,Heavy Snow, , ,0,0,10000,0,MA,EST-5, ,25145,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,12/20/2008,1900, , , , 
144400,SUFFOLK (ZONE), ,12/31/2008,1000,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,24809,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,12/31/2008,2359, , , , 
150213,SUFFOLK (ZONE), ,01/18/2009,600,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,25711,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,01/18/2009,1600, , , , 
150221,SUFFOLK (ZONE), ,01/19/2009,300,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,25715,Z,15,BOX,0,0,Official NWS Observations, , , , , , , , ,01/19/2009,800, , , , 
153147,SUFFOLK (ZONE), ,03/01/2009,2300,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,26146,Z,15,BOX,0,0,Trained Spotter, , , , , , , , ,03/02/2009,2000, , , , 
199188,SUFFOLK (ZONE), ,10/18/2009,1115,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,34463,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,10/18/2009,1300, , , , 
196465,SUFFOLK (ZONE), ,10/31/2009,1049,Strong Wind,41.00, ,0,0,3000,0,MA,EST-5,MG,33928,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,10/31/2009,1700, , , , 
201141,SUFFOLK (ZONE), ,11/28/2009,1257,Strong Wind,44.00, ,0,0,2000,0,MA,EST-5,MG,34880,Z,15,BOX,0,0,ASOS, , , , , , , , ,11/28/2009,1500, , , , 
209055,SUFFOLK (ZONE), ,12/19/2009,2300,Heavy Snow, , ,0,0,0,0,MA,EST-5, ,36050,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,12/20/2009,1500, , , , 
209930,SUFFOLK (ZONE), ,01/02/2010,1104,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,36204,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,01/02/2010,1315, , , , 
215288,SUFFOLK (ZONE), ,02/25/2010,2047,High Wind,52.00, ,0,0,50000,0,MA,EST-5,MG,36998,Z,15,BOX,0,0,ASOS, , , , , , , , ,02/25/2010,2354, , , , 
215788,SUFFOLK (ZONE), ,03/14/2010,135,High Wind,50.00, ,0,0,30000,0,MA,EST-5,EG,37099,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,03/14/2010,913, , , , 
217955,SUFFOLK CO.,CHARLESTOWN,03/14/2010,755,Flood, , ,0,0,10700000,0,MA,EST-5, ,37099,C,25,BOX,0,0,State Official,Heavy Rain, , ,1,SSE,2,WNW,BACK BAY ANNEX,03/15/2010,900,42.3662,-71.0623,42.339,-71.1004
215801,SUFFOLK (ZONE), ,03/14/2010,1139,Coastal Flood, , ,0,0,0,0,MA,EST-5, ,37099,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,03/14/2010,1300, , , , 
224956,SUFFOLK (ZONE), ,04/29/2010,1343,Strong Wind,40.00, ,0,0,5000,0,MA,EST-5,EG,38800,Z,15,BOX,0,0,Amateur Radio, , , , , , , , ,04/29/2010,1343, , , , 
233631,SUFFOLK CO.,DORCHESTER,05/08/2010,1621,Hail,1.00, ,0,0,0,0,MA,EST-5, ,40166,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,DORCHESTER,05/08/2010,1621,42.28,-71.08,42.28,-71.08
240309,SUFFOLK CO.,REVERE,06/01/2010,1415,Thunderstorm Wind,50.00, ,0,0,10000,0,MA,EST-5,EG,41277,C,25,BOX,0,0,Broadcast Media, , , ,2,E,2,E,REVERE,06/01/2010,1415,42.42,-70.99,42.42,-70.99
241206,SUFFOLK CO.,SOUTH BOSTON,06/03/2010,1730,Thunderstorm Wind,50.00, ,0,0,500,0,MA,EST-5,EG,41378,C,25,BOX,0,0,Trained Spotter, , , ,0,N,0,N,SOUTH BOSTON,06/03/2010,1730,42.33,-71.05,42.33,-71.05
241257,SUFFOLK CO.,DORCHESTER,06/05/2010,241,Hail,0.75, ,0,0,0,0,MA,EST-5, ,41407,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,DORCHESTER,06/05/2010,241,42.28,-71.08,42.28,-71.08
246433,SUFFOLK CO.,BOSTON,06/06/2010,1505,Thunderstorm Wind,50.00, ,0,0,100000,0,MA,EST-5,EG,42185,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,06/06/2010,1515,42.32,-71.07,42.32,-71.07
246468,SUFFOLK CO.,REVERE,06/06/2010,1524,Thunderstorm Wind,50.00, ,0,0,45000,0,MA,EST-5,EG,42185,C,25,BOX,0,0,Public, , , ,2,E,1,W,WINTHROP,06/06/2010,1525,42.42,-70.99,42.38,-70.98
244679,SUFFOLK CO.,BOSTON,06/24/2010,1623,Thunderstorm Wind,50.00, ,0,0,15000,0,MA,EST-5,EG,41950,C,25,BOX,0,0,Amateur Radio, , , ,0,N,0,N,BOSTON,06/24/2010,1623,42.32,-71.07,42.32,-71.07
254769,SUFFOLK (ZONE), ,07/06/2010,1030,Heat, , ,0,0,0,0,MA,EST-5, ,43849,Z,15,BOX,0,0,ASOS, , , , , , , , ,07/06/2010,1230, , , , 
